APN,MINORITY_OWNED,FEMALE_OWNED,RECORDID,BUSDESC,B1_PER_SUB_TYPE,DBA,NAICS,TAX_CODE,EMPLOYEE_NUM,BUS_OWN_TYPE,B1_STATE,B1_FULL_ADDRESS,B1_SITUS_STATE
060 235500802,,,BL-002338,RETAIL GROCERY SUPERMARKET,Grocer,WHOLE FOODS MARKET,445110 - Supermarkets and Other Grocery (except Convenience) Stores,G,189.0,Corporation,TX,1025 GILMAN ST,CA
057 202400202,No,No,BL-000853,PSYCHIATRIC PRACTICE,Professional SemiProfessional,"BRADLEY ENGWALL, M.D.","621112 - Offices of Physicians, Mental Health Specialists",P,0.0,Sole Ownership,CA,2020 MILVIA ST 450,CA
054 174703300,,,BL-012151,SOFTWARE FOR DIGITAL ARTS- CREATIVE ARTS PRODUCTS AND SERVICES,Professional SemiProfessional,VIS MACHINA INC,541511 - Custom Computer Programming Services,P,2.0,Corporation,CA,2703 SEVENTH ST 279,CA
060 235100800,,,BL-011018,"EMPATHIC COMMUNICATION TRAINING, COACHING & CONSULTING IN PUBLIC WORKSHOPS, ORGANIZATIONS & WITH INDIVIDUALS",Professional SemiProfessional,MEDIATE YOUR LIFE,611430 - Professional and Management Development Training,P,0.0,Sole Ownership,CA,1321 EIGHTH ST 2,CA
057 201301800,,,BL-011591,SOFTWARE DEVELOPMENT SERVICES,Professional SemiProfessional,DACTIV LLC,541511 - Custom Computer Programming Services,P,1.0,LLC,CA,1739 BANCROFT WAY,CA
,No,Yes,BL-001027,MASSAGE & SAUNA STUDIO,Massage,BERKELEY MASSAGE AND ACUPUNCTURE,812199 - Other Personal Care Services,BM,1.0,Corporation,CA,1533 SHATTUCK AVE,CA
060 246904801,No,Yes,BL-005162,RESIDENTIAL RENTAL 3 UNITS,Rental of Real Property,FRANCIS-LYON ALAN & PATRICIA,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1327   LA LOMA AVE,CA
052 152300501,Yes,Yes,BL-050345,RENTAL PROPERTY,Rental of Real Property,HART JOEL & NAIMA C,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,3360   KING ST,CA
059 225702400,No,No,BL-029351,RENTAL PROPERTY/4 UNITS,Non Profit Organizations,ROSEVINE INC,531110 - Lessors of Residential Buildings and Dwellings,N,0.0,Corporation,CA,1433   OXFORD ST,CA
,No,No,BL-050962,CONTRACTOR,Construction or Contractor,ASSA ABLOY ENTRANCE SYSTEMS US,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,2.0,Corporation,NC,0   VARIOUS,CA
052 157408300,No,No,BL-014732,PHYSICIAN,Professional SemiProfessional,ZIM ALYOSHA MD,621330 - Offices of Mental Health Practitioners (except Physicians),P,1.0,Sole Ownership,CA,3031   TELEGRAPH AVE 103,CA
ZZZZZZZZZZZZZ,Yes,No,BL-042290,SHUTTLE SERVICE,Business Personal Repair Svs,ABC SHUTTLE SERVICE,485999 - All Other Transit and Ground Passenger Transportation,B,0.0,Sole Ownership,CA,0   VARIOUS,CA
060 235100400,No,Yes,BL-018183,ORIENTAL RUGS: WHOLESALE/RETAIL,Retail Trade,EMMETT EILAND'S ORIENTAL RUG C,442210 - Floor Covering Stores,R,7.0,Corporation,CA,1326   NINTH ST,CA
057 202300400,,,BL-002649,DIGITAL AUDIO & VIDEO PRODUCTION & DISTRIBUTION,Entertainment Recreation,DOSSIER INTERNATIONAL LLC,512290 - Other Sound Recording Industries,E,1.0,LLC,CA,2081 CENTER ST,CA
058 217600301,No,No,BL-031257,COMMERCIAL-STORES & OFFICES (38),Rental of Real Property,SHATTUCK INVESTMENT GROUP LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2.0,LLC,CA,2083 SHARE  DELAWARE ST,CA
,No,No,BL-048955,YOGA STUDIO,Professional SemiProfessional,COREPOWER YOGA,611699 - All Other Miscellaneous Schools and Instruction,P,101.0,Corporation,MO,811   UNIVERSITY AVE 202,CA
060 244501800,,,BL-008720,RESIDENTIAL RENTAL,Rental of Real Property,UNGERN PAT,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1324 JOSEPHINE ST,CA
,No,No,BL-005695,COMMERCIAL RENTAL OFFICES/STORES,Rental of Real Property,GALLARDO BROTHERS,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,CA,2632   ASHBY AVE,CA
058 211802400,,,BL-009395,RETAIL CLOTHING STORE,Retail Trade,YONAS BOUTIQUE,448190 - Other Clothing Stores,R,0.0,Sole Ownership,CA,1719 FIFTH ST A,CA
060 243502801,No,Yes,BL-039024,MASSAGE THERAPIST,Massage,PARRISH TRICIA,621399 - Offices of All Other Miscellaneous Health Practitioners,BM,0.0,Sole Ownership,CA,1599   HOPKINS ST,CA
ZZZZZZZZZZZZZ,,,BL-011007,"MOBILE MECHANIC, AUTO RESALE",Business Personal Repair Svs,FOSTER DANIEL,811111 - General Automotive Repair,B,1.0,Sole Ownership,CA,0 VARIOUS,CA
057 205900600,No,No,BL-047965,GREEK RESTAURANT,Retail Trade,ATHINEON,722110,R,2.0,Sole Ownership,CA,1941   UNIVERSITY AVE,CA
,,,BL-003480,GENERAL CONTRACTOR,Construction or Contractor,M DESIGN & CONSTRUCTION,236118 - Residential Remodelers,C,0.0,Sole Ownership,CA,0 VARIOUS,CA
057 203401000,,,BL-006930,SOFTWARE DEVELOPMENT,Professional SemiProfessional,ENGNE CORP,541511 - Custom Computer Programming Services,P,0.0,Corporation,CA,2120 UNIVERSITY AVE,CA
059 233401600,,,BL-004680,TEACH & DISSEMINATE EDUCATIONAL MATERIALS RELATED TO RACE & ETHNICITY,Non Profit Organizations,ORGANIZATION TO DISPEL THE MYTH OF RACE,611699 - All Other Miscellaneous Schools and Instruction,N,1.0,Corporation,CA,1421 EIGHTH ST,CA
,No,No,BL-049788,GENERAL CONTRACTOR,Construction or Contractor,RE-BATH BY SCHICKER,236118 - Residential Remodelers,C,2.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-010577,CONSULTING ABOUT CLIMATE SOLUTIONS - INTERNET,Professional SemiProfessional,ADELE POENISCH CLIMATE SOLUTIONS,541620 - Environmental Consulting Services,P,0.0,Sole Ownership,CA,0 VARIOUS,CA
057 203100900,No,No,BL-030842,VITAMIN STORE,Retail Trade,GENERAL NUTRITION CORPORATION,445210 - Meat Markets,R,4.0,Corporation,PA,2165   SHATTUCK AVE,CA
ZZZZZZZZZZZZZ,,,BL-010330,CLEANING HOUSES,Business Personal Repair Svs,MASSENA GILDETE DANTAS,561720 - Janitorial Services,B,0.0,Sole Ownership,CA,0 VARIOUS,CA
056 197800100,Yes,No,BL-031920,CLOTHING & JEWELLRY,Retail Trade,NITSUN INC,448310 - Jewelry Stores,R,0.0,Corporation,CA,1052   UNIVERSITY AVE,CA
055 182901900,Yes,No,BL-010538,RESIDENTIAL RENTAL PROPERTY-13 UNITS,Rental of Real Property,KAPOOR REALTY CO,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2212   BLAKE ST,CA
ZZZZZZZZZZZZZ,,,BL-008362,GENERAL CONTRACTOR,Construction or Contractor,DEACON CONSTRUCTION LLC,236220 - Commercial and Institutional Building Construction,C,1.0,LLC,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-012224,LEGAL SERVICES,Professional SemiProfessional,TELECOM LAW FIRM PC,541199 - All Other Legal Services,P,14.0,Cooperative Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,Yes,BL-018665,SPECIAL CONTRACTOR/PARTITIONS,Construction or Contractor,"CONSOLIDATED PARTITIONS, INC",238990 - All Other Specialty Trade Contractors,C,4.0,Corporation,CA,0   VARIOUS,CA
061 256801300,Yes,No,BL-048252,SMOG TESTING STATIONS,Business Personal Repair Svs,4LESS SMOG CHECK,811198 - All Other Automotive Repair and Maintenance,B,1.0,Sole Ownership,CA,1201   THE ALAMEDA,CA
056 193901300,Yes,No,BL-047565,RENTAL PROPERTY - RESIDENTIAL,Rental of Real Property,LAM CHI-MING,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2426   EIGHTH ST,CA
,,,BL-003109,MANAGE HOURLY & MONTHLY VEHICLE PARKING,Business Personal Repair Svs,CITY PARK,812930 - Parking Lots and Garages,B,2.0,LLC,CA,0 VARIOUS,CA
056 197600900,Yes,Yes,BL-024891,COMMERCIAL RENTAL PROPERTY STORE W/OFF,Rental of Real Property,MORELLO-FROSCH RACHEL,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Sole Ownership,CA,2216   SAN PABLO AVE,CA
,,,BL-002465,HANDRAIL CONSTRUCTION,Construction or Contractor,MIGUEL T. SOTO CONSTRUCTION CO. INC.,"238190 - Other Foundation, Structure, and Building Exterior Contractors",C,5.0,Corporation,CA,0 VARIOUS,CA
060 238500907,,,BL-004052,BLOWN GLASS,Entertainment Recreation,FALCO FINE ART,712110 - Museums,E,1.0,Sole Ownership,CA,1150 SIXTH ST,CA
052 156300200,No,No,BL-032768,COMMERCIAL RENTAL - STORE BLDG (4),Rental of Real Property,LANDIS LEONARD F,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,Sole Ownership,CA,3040   CLAREMONT AVE,CA
061 261300501,No,No,BL-028635,FINANCIAL SERVICES,Professional SemiProfessional,HICKEY KEN,523920 - Portfolio Management,P,0.0,Sole Ownership,CA,1760   SOLANO AVE,CA
ZZZZZZZZZZZZZ,,,BL-011079,GENERAL CONTRACTOR,Construction or Contractor,BLACK WOLF DEVELOPMENT INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Corporation,CA,0 VARIOUS,CA
058 217800700,,,BL-034265,RENTAL PROPERTY/3 UNITS,Rental of Real Property,STREETS VIRGUS & KAREN,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1614   WALNUT ST,CA
ZZZZZZZZZZZZZ,No,No,BL-023903,PLUMBING CONTRACTOR,Construction or Contractor,TAO MECHANICAL LTD,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,30.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-011681,"ELECTRICAL, HVAC & PLUMBING, GENERAL",Construction or Contractor,SILVA CONTRACTOR,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,1.0,Sole Ownership,CA,0 VARIOUS,CA
055 182200201,Yes,Yes,BL-045604,HAIR SALON,Business Personal Repair Svs,LILI HAIR SALON,812112 - Beauty Salons,B,3.0,Sole Ownership,CA,2510   SHATTUCK AVE,CA
059 226300301,No,No,BL-020184,RESTAURANT,Retail Trade,CHEESE BOARD SOUTH,722513 - Limited-Service Restaurants,R,23.0,Corporation,CA,1504   SHATTUCK AVE,CA
057 208300401,No,No,BL-048927,TAX PREPARATION,Professional SemiProfessional,"LAMB WILLIAM, EA",541213 - Tax Preparation Services,P,0.0,Sole Ownership,CA,1244   HEARST AVE 3,CA
ZZZZZZZZZZZZZ,,,BL-011322,"TREE PRUNING, REMOVALS & VEGETATION MGMT",Business Personal Repair Svs,NEWCOMB TREE EXPERTS INC,561730 - Landscaping Services,B,4.0,Corporation,CA,0 VARIOUS,CA
056 196901700,,,BL-003427,HOME & COMMERCIAL OFFICE CLEANING,Business Personal Repair Svs,DANIEL CARRION ANYTIME HOUSE CLEANING,561720 - Janitorial Services,B,0.0,Sole Ownership,CA,2246 EIGHTH ST B,CA
052 157601100,No,Yes,BL-000670,SOMATIC EDUCATION,Professional SemiProfessional,SUNSTEIN SARA,"621340 - Offices of Physical, Occupational and Speech Therapists, and Audiologists",P,0.0,Sole Ownership,CA,2315 PRINCE ST,CA
052 155700200,,,BL-011369,PSYCHOTHERAPIST PROVIDING COUNSELING,Professional SemiProfessional,OASIS PSYCHOLOGICAL THERAPY CENTER PC,621330 - Offices of Mental Health Practitioners (except Physicians),P,7.0,Corporation,CA,3120 TELEGRAPH AVE 7,CA
ZZZZZZZZZZZZZ,No,No,BL-045144,PLUMBING & HVAC CONTRACTOR,Construction or Contractor,JW MCCLENAHAN CO INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,5.0,Corporation,CA,0   VARIOUS,CA
,,,BL-003513,GENERAL CONTRACTOR,Construction or Contractor,MILLENNIAL CONSTRUCTION INC.,236118 - Residential Remodelers,C,0.0,Corporation,CA,0 VARIOUS,CA
,,,BL-003320,LANDSCAPE CONSTRUCTION,Construction or Contractor,SANSEI GARDENS INC,238990 - All Other Specialty Trade Contractors,C,50.0,Corporation,CA,0 VARIOUS,CA
052 157300600,Yes,No,BL-035636,"COFFEE, TEA HOUSE",Retail Trade,A'CUPPA TEA,722213,R,0.0,Corporation,CA,2992   COLLEGE AVE,CA
057 202601300,,,BL-010463,PROVIDER OF DIGITAL MAPS,Professional SemiProfessional,HERE NORTH AMERICA LLC,541490 - Other Specialized Design Services,P,127.0,LLC,IL,2168 SHATTUCK AVE,CA
057 202501703,,,BL-002280,DEVELOP & PROVIDE SOFTWARE FOR ELECTRONICALLY GRADING STUDENT WORK,Professional SemiProfessional,GRADESCOPE INC,541512 - Computer Systems Design Services,P,12.0,Corporation,CA,2054 UNIVERSITY AVE 600,CA
056 197300100,No,Yes,BL-031989,FABRIC STORE/RETAIL,Retail Trade,SARI PALACE,"451130 - Sewing, Needlework, and Piece Goods Stores",R,6.0,Corporation,CA,1000   UNIVERSITY AVE,CA
054 176401205,No,No,BL-047964,COMPUTER & EQUIPMENT SALES,Retail Trade,RL & ASSOCIATES INC,443120,R,5.0,Corporation,CA,2600   TENTH ST 415,CA
058 214503300,,,BL-009006,FOOD VENDING & FOOD CATERING,Retail Trade,NOONIE'S VENDING & CATERING LLC,722320 - Caterers,R,2.0,LLC,CA,1684 SACRAMENTO ST,CA
052 157407000,Yes,Yes,BL-031905,RESIDENTIAL RENTAL 9 UNITS,Rental of Real Property,LEE KENYON M & MONIKA P,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,Sole Ownership,CA,2511   PRINCE ST,CA
056 192802200,Yes,Yes,BL-041879,RESIDENTIAL RENTAL PROPERTY - 4 UNITS,Rental of Real Property,SONG HYUN J,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,LLC,CA,2429   SAN PABLO AVE,CA
055 187902203,,,BL-005231,TEA & SHAKE,Retail Trade,PLENTEA BERKELEY INC,445299 - All Other Specialty Food Stores,R,15.0,Corporation,CA,2430 DURANT AVE,CA
,Yes,No,BL-000660,GENERAL CONTRACTOR,Construction or Contractor,H M M GENERAL CONTRACTOR INC,236118 - Residential Remodelers,C,2.0,Corporation,CA,0 VARIOUS,CA
056 196600201,No,No,BL-007297,RETAIL SALES OF HORTICULTURAL SUPPLIES.,Retail Trade,BERKELEY INDOOR GARDEN CA,"444220 - Nursery, Garden Center, and Farm Supply Stores",R,5.0,Corporation,CA,844 UNIVERSITY AVE,CA
,No,Yes,BL-003443,ROOFING CONTRACTOR,Construction or Contractor,CENTRAL COATING CO,238160 - Roofing Contractors,C,10.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,Yes,No,BL-009942,NURSERY,Retail Trade,OGAWA/MUNE INC,111421 - Nursery and Tree Production,R,0.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,No,Yes,BL-052741,LANDSCAPE ARCHITECTURAL DESIGN,Professional SemiProfessional,GSM LANDSCAPE ARCHITECTS INC,541320 - Landscape Architectural Services,P,0.0,Corporation,CA,0   VARIOUS,CA
,,,BL-001798,REMODELING,Construction or Contractor,JOHN PAUL O'BRIEN CONSTRUCTION,236118 - Residential Remodelers,C,0.0,Sole Ownership,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,Yes,No,BL-034477,ROOF CONTRACTOR,Construction or Contractor,EDWARD I ROMERO,238160 - Roofing Contractors,C,3.0,Sole Ownership,CA,0   VARIOUS,CA
,No,No,BL-000259,RESIDENTIAL RENTAL PROPERTY,Rental of Real Property,DRG SHILUFSKY LLC,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,LLC,CA,1627 FAIRVIEW ST,CA
056 199900200,No,No,BL-049052,PERSONAL TRAINING,Business Personal Repair Svs,RANDY MYERS FITNESS,812990 - All Other Personal Services,B,0.0,Sole Ownership,CA,1512   ALLSTON WAY,CA
052 158202300,No,Yes,BL-019781,RESIDENTIAL RENTAL 7 UNITS,Rental of Real Property,"MILLERSTROM, BLANCA",531110 - Lessors of Residential Buildings and Dwellings,L,3.0,Sole Ownership,CA,2915   WHEELER ST,CA
,,,BL-002748,RENTAL PROPERTY,Rental of Real Property,2616 TELEGRAPH AVENUE LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2.0,LLC,CA,2616 TELEGRAPH AVE,CA
058 220902200,No,No,BL-042470,ONLINE GRAPHIC ART SALES,Retail Trade,PRIMITIVE SKATEBOARDS,454111 - Electronic Shopping,R,1.0,Sole Ownership,CA,1675   LE ROY AVE,CA
,Yes,No,BL-000104,WINDOW REPLACEMENT,Construction or Contractor,GROUND-UP CONSTRUCTION INC,238990 - All Other Specialty Trade Contractors,C,0.0,Corporation,CA,0 VARIOUS,CA
057 205900500,,,BL-012450,HAIR STYLING,Business Personal Repair Svs,LANGHAM CRISTINA,812112 - Beauty Salons,B,0.0,Sole Ownership,CA,1946 BONITA AVE,CA
,,,BL-004158,RENTAL PROPERTY,Rental of Real Property,HORNUNG JOHN H,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,2835 BUENA VISTA WAY,CA
,Yes,,BL-003037,"FAIR TRADE, UPCYCLED & VINTAGE HANDCRAFTED DESIGNS",Retail Trade,KORAA,453310 - Used Merchandise Stores,R,3.0,Sole Ownership,CA,2840 COLLEGE AVE,CA
,,,BL-006337,ARBORICULTURAL CONSULTING,Professional SemiProfessional,DRYAD LLC,541690 - Other Scientific and Technical Consulting Services,P,1.0,LLC,CA,0 VARIOUS,CA
059 225802600,Yes,Yes,BL-040899,RENTAL PROPERTY / 5 UNITS,Rental of Real Property,POON RON & SHEK EMILY,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1421   WALNUT ST 5,CA
,,,BL-002142,INSTALLATION & SERVICE OF SIGNS,Construction or Contractor,AINOR SIGNS INC,238990 - All Other Specialty Trade Contractors,C,10.0,Corporation,CA,0 VARIOUS,CA
,,,BL-005514,CHARTER BUS COMPANY,Entertainment Recreation,PREMIER VIP COACH,485510 - Charter Bus Industry,E,2.0,Sole Ownership,CA,0 VARIOUS,CA
052 156300100,No,No,BL-024009,REUPHOLSTERY SHOP,Business Personal Repair Svs,LASZLO'S UPHOLSTERY,811420 - Reupholstery and Furniture Repair,B,1.0,Sole Ownership,CA,3036   CLAREMONT AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-019014,SALES SERVICE COMPUTER EQUIPMENT,Retail Trade,UNISYS CORP.,541519 - Other Computer Related Services,R,0.0,Corporation,DE,0   VARIOUS,CA
055 185305500,No,No,BL-007087,RESIDENTIAL RENTAL 8 UNITS,Rental of Real Property,KEIG DANIEL,531110 - Lessors of Residential Buildings and Dwellings,L,1.0,Sole Ownership,CA,2353   PROSPECT ST,CA
ZZZZZZZZZZZZZ,,,BL-008375,SEWER LATERAL REPLACEMENTS & REPAIR,Construction or Contractor,SEWER WORKS INC,237110 - Water and Sewer Line and Related Structures Construction,C,7.0,Corporation,CA,0 VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-027734,GENERAL CONTRACTOR,Construction or Contractor,BUNDY COMPANY,236118 - Residential Remodelers,C,0.0,Sole Ownership,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-012283,PAINTING CONTRACTOR,Construction or Contractor,VERTEX COATING INC,238320 - Painting and Wall Covering Contractors,C,3.0,Corporation,CA,0 VARIOUS,CA
062 294003900,Yes,No,BL-050175,TRANSPORTATION PLANNING CONSULTING,Professional SemiProfessional,CFA CONSULTING,"541614 - Process, Physical Distribution, and Logistics Consulting Services",P,0.0,Partnership,CA,543   SANTA BARBARA RD,CA
059 228200200,Yes,Yes,BL-012031,RENTAL PROPERTY,Rental of Real Property,SOBKY REDA Z & PICKARD G,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Partnership,CA,1735   VINE ST,CA
057 203100300,,,BL-010746,WEBSITE DESIGN & DESIGN SERVICES,Professional SemiProfessional,WEB TECH 365,541490 - Other Specialized Design Services,P,0.0,Partnership,CA,2161 ALLSTON WAY 415,CA
ZZZZZZZZZZZZZ,No,No,BL-049782,PLUMBING CONTRACTOR,Construction or Contractor,PETERSON MECHANICAL INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Corporation,CA,0   VARIOUS,CA
055 187700800,,,BL-003284,FAST FOOD,Retail Trade,SWEET HOUSE CAFE,722511 - Full-Service Restaurants,R,6.0,Sole Ownership,CA,2519 DURANT AVE B,CA
ZZZZZZZZZZZZZ,,,BL-018918,CONCRETE FLOATING DOCK SYSTEMS,Construction or Contractor,BELLINGHAM MARINE INDUSTRIES,238990 - All Other Specialty Trade Contractors,C,40.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,No,No,BL-041520,GENERAL CONTRATOR,Construction or Contractor,THE SHED SHOP,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,15.0,Corporation,CA,0   VARIOUS,CA
052 153200101,,,BL-005887,HAIR SALON,Business Personal Repair Svs,REVIVAL BARBER & BEAUTY,812112 - Beauty Salons,B,6.0,Sole Ownership,CA,3312 ADELINE ST,CA
,No,No,BL-043408,ELECTRICAL CONTRACTOR,Construction or Contractor,RAY'S ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,5.0,Sole Ownership,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,No,Yes,BL-049923,SHOWER DOOR INSTALLATION,Construction or Contractor,A COSTA SHOWER DOORS INC,238350 - Finish Carpentry Contractors,C,9.0,Corporation,CA,0   VARIOUS,CA
,,,BL-003066,PLUMBING & FIRE SPRINKLER CONTRACTOR,Construction or Contractor,W C PLUMBING & FIRE PROTECTION,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,1.0,Sole Ownership,CA,0 VARIOUS,CA
057 201402400,No,No,BL-038532,RESIDENTIAL RENTAL 3 UNITS,Rental of Real Property,BAUTISTA LEO & EMELIE,531110 - Lessors of Residential Buildings and Dwellings,L,2.0,Sole Ownership,CA,2213   GRANT ST,CA
061 260204001,,,BL-002707,PAINTINGS & FINE SILVER JEWELRY,Retail Trade,YJM PHOTOGRAPHY AND GALLERY OF FINE ART,453920 - Art Dealers,R,0.0,Sole Ownership,CA,1865 SOLANO AVE,CA
060 241701700,,,BL-009523,PHOTOGRAPHY,Professional SemiProfessional,FOXTAIL STUDIO,"541921 - Photography Studios, Portrait",P,1.0,Sole Ownership,CA,1244 PERALTA AVE,CA
ZZZZZZZZZZZZZ,,,BL-011181,REHABILITATION SERVICES - MOBILE,Professional SemiProfessional,BROWN MOBILE AIOGEN MTU,621330 - Offices of Mental Health Practitioners (except Physicians),P,2.0,Sole Ownership,CA,0 VARIOUS,CA
,No,No,BL-051369,COFFEE SHOP,Retail Trade,PEET'S COFFEE & TEA,722213,R,20.0,Corporation,NY,3200   COLLEGE AVE,CA
ZZZZZZZZZZZZZ,No,No,BL-050123,SUPPLY & INSTALL WINDOW COVERINGS,Construction or Contractor,FASHION DRAPERY INC,238390 - Other Building Finishing Contractors,C,5.0,Corporation,CA,0   VARIOUS,CA
059 234802101,No,No,BL-048110,NONPROFIT PUBLISHING,Non Profit Organizations,BAY NATURE INSTITUTE,511120 - Periodical Publishers,N,10.0,Corporation,CA,1328   SIXTH ST 2,CA
ZZZZZZZZZZZZZ,Yes,No,BL-053100,CONSTRUCTION CONSULTING,Professional SemiProfessional,TOWNSEND MANAGEMENT INC,541330 - Engineering Services,P,0.0,Corporation,CA,0   VARIOUS,CA
ZZZZZZZZZZZZZ,,,BL-009652,FIRE PROTECTION,Construction or Contractor,UC FIRE PREVENTION SERVICE,238990 - All Other Specialty Trade Contractors,C,0.0,Partnership,CA,0 VARIOUS,CA
,,,BL-009362,GENERAL CONTRACTOR,Construction or Contractor,MUNGUIA'S PAVING STONE,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,0.0,Corporation,CA,0 VARIOUS,CA
057 211701001,No,Yes,BL-021547,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,PETERSEN CHARLES & CYNTHIA & D,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0.0,LLC,CA,801   VIRGINIA ST,CA
ZZZZZZZZZZZZZ,No,No,BL-041793,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,CALLAJ INVESTMENTS LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,1.0,LLC,CA,0   VARIOUS,CA
055 182301800,No,No,BL-001639,PLUMBING CONTRACTOR,Construction or Contractor,BERKELEY PLUMBING AND HEATING CO INC,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,13.0,Corporation,CA,2160   DWIGHT WAY,CA
ZZZZZZZZZZZZZ,No,No,BL-031823,HVAC & SHEET METAL,Construction or Contractor,COMPARE HEATING AIR & SHEET,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,0.0,Corporation,CA,0   VARIOUS,CA
053 167902300,Yes,No,BL-003957,RESIDENTIAL RENTAL 5 UNITS,Rental of Real Property,DAVIS GEORGE & FANNIE M,531110 - Lessors of Residential Buildings and Dwellings,L,0.0,Sole Ownership,CA,1918   OREGON ST,CA
